id,channel,category,start,end,test_samples,detected
id_153,channel_65,Anomaly,2011-01-28 22:29:18.030000,2011-01-28 23:59:18.030000,31,True
id_157,channel_65,Anomaly,2011-04-19 07:20:18.018000,2011-04-19 08:59:18.018000,34,True
id_33,channel_66,Rare Event,2009-03-08 13:47:03.135000,2009-03-08 13:47:03.135000,1,False
id_134,channel_66,Anomaly,2009-05-26 17:28:36.120000,2009-06-27 03:20:18.117000,14584,True
id_145,channel_66,Anomaly,2010-05-19 15:53:18.069000,2010-05-23 16:41:18.069000,1937,True
id_153,channel_66,Anomaly,2011-01-28 22:32:18.030000,2011-01-29 13:44:18.030000,305,False
id_154,channel_66,Rare Event,2011-02-23 23:11:18.027000,2011-02-25 03:05:18.024000,559,False
id_157,channel_66,Anomaly,2011-04-19 07:20:18.018000,2011-04-19 21:44:18.018000,289,True
id_155,channel_66,Rare Event,2011-04-22 08:11:18.018000,2011-04-25 10:08:18.018000,1480,False
id_145,channel_74,Anomaly,2010-05-19 00:45:24.489000,2010-05-21 23:19:24.489000,8469,False
